Color|Robert Stromberg|401.0|97.0|241407328.0|Maleficent |634.0|USA|PG|180,000,000.0|2014.0|7.0|Action
Color|Matt Reeves|521.0|130.0|208543795.0|Dawn of the Planet of the Apes |620.0|USA|PG-13|170,000,000.0|2014.0|7.6|Action
Color|Roland Joffé|10.0|109.0|?|The Lovers |15.0|Belgium|R|?|2015.0|4.5|Action
Color|Carl Rinsch|218.0|128.0|38297305.0|47 Ronin |324.0|USA|PG-13|175,000,000.0|2013.0|6.3|Action
Color|Anthony Russo|576.0|136.0|259746958.0|Captain America: The Winter Soldier |742.0|USA|PG-13|170,000,000.0|2014.0|7.8|Action
Color|Mike Mitchell|226.0|93.0|238371987.0|Shrek Forever After |173.0|USA|PG|165,000,000.0|2010.0|6.4|Adventure
Color|Brad Bird|443.0|130.0|93417865.0|Tomorrowland |497.0|USA|PG|190,000,000.0|2015.0|6.5|Action
Color|Don Hall|384.0|102.0|222487711.0|Big Hero 6 |433.0|USA|PG|165,000,000.0|2014.0|7.9|Action
Color|Rich Moore|377.0|101.0|189412677.0|Wreck-It Ralph |345.0|USA|PG|165,000,000.0|2012.0|7.8|Adventure
Color|Robert Zemeckis|188.0|100.0|665426.0|The Polar Express |444.0|USA|G|165,000,000.0|2004.0|6.6|Adventure
Color|Roland Emmerich|286.0|120.0|102315545.0|Independence Day: Resurgence |520.0|USA|PG-13|165,000,000.0|2016.0|5.5|Action
Color|Dean DeBlois|288.0|98.0|217387997.0|How to Train Your Dragon |492.0|USA|PG|165,000,000.0|2010.0|8.2|Adventure
Color|Jonathan Mostow|280.0|109.0|150350192.0|Terminator 3: Rise of the Machines |1676.0|USA|R|200,000,000.0|2003.0|6.4|Action
Color|James Gunn|653.0|121.0|333130696.0|Guardians of the Galaxy |1097.0|USA|PG-13|170,000,000.0|2014.0|8.1|Action
Color|Christopher Nolan|712.0|169.0|187991439.0|Interstellar |2725.0|USA|PG-13|165,000,000.0|2014.0|8.6|Adventure
Color|Christopher Nolan|642.0|148.0|292568851.0|Inception |2803.0|USA|PG-13|160,000,000.0|2010.0|8.8|Action
Color|Hideaki Anno|1.0|120.0|?|Godzilla Resurgence |13.0|Japan|?|?|2016.0|8.2|Action
Color|Peter Jackson|645.0|182.0|303001229.0|The Hobbit: An Unexpected Journey |1367.0|USA|PG-13|180,000,000.0|2012.0|7.9|Adventure
